sample,time_h,half_cycle,current_mA_cm2,fraction_of_half_cycle,voltage_mV
A,11.673469,12,-1.0,0.673469,-35.00452
A,11.693878,12,-1.0,0.693878,-35.0767
A,11.714286,12,-1.0,0.714286,-35.15544
A,11.734694,12,-1.0,0.734694,-35.24116
A,11.755102,12,-1.0,0.755102,-35.33427
A,11.77551,12,-1.0,0.77551,-35.43521
A,11.795918,12,-1.0,0.795918,-35.5444
A,11.816327,12,-1.0,0.816327,-35.6623
A,11.836735,12,-1.0,0.836735,-35.78936
A,11.857143,12,-1.0,0.857143,-35.92605
A,11.877551,12,-1.0,0.877551,-36.07286
A,11.897959,12,-1.0,0.897959,-36.23026
A,11.918367,12,-1.0,0.918367,-36.39875
A,11.938776,12,-1.0,0.938776,-36.57886
A,11.959184,12,-1.0,0.959184,-36.77111
A,11.979592,12,-1.0,0.979592,-36.97602
A,12.0,12,-1.0,1.0,-37.19414
A,12.0,13,1.0,0.0,28.59102
A,12.020408,13,1.0,0.020408,29.90958
A,12.040816,13,1.0,0.040816,30.93125
A,12.061224,13,1.0,0.061224,31.7229
A,12.081633,13,1.0,0.081633,32.33636
A,12.102041,13,1.0,0.102041,32.81181
A,12.122449,13,1.0,0.122449,33.18038
A,12.142857,13,1.0,0.142857,33.46625
A,12.163265,13,1.0,0.163265,33.68815
A,12.183673,13,1.0,0.183673,33.86064
A,12.204082,13,1.0,0.204082,33.99502
A,12.22449,13,1.0,0.22449,34.10009
A,12.244898,13,1.0,0.244898,34.18269
A,12.265306,13,1.0,0.265306,34.24818
A,12.285714,13,1.0,0.285714,34.30074
A,12.306122,13,1.0,0.306122,34.34365
A,12.326531,13,1.0,0.326531,34.3795
A,12.346939,13,1.0,0.346939,34.41035
A,12.367347,13,1.0,0.367347,34.43785
A,12.387755,13,1.0,0.387755,34.46333
A,12.408163,13,1.0,0.408163,34.48787
A,12.428571,13,1.0,0.428571,34.51238
A,12.44898,13,1.0,0.44898,34.53761
A,12.469388,13,1.0,0.469388,34.56422
A,12.489796,13,1.0,0.489796,34.59277
A,12.510204,13,1.0,0.510204,34.6238
A,12.530612,13,1.0,0.530612,34.65776
A,12.55102,13,1.0,0.55102,34.69509
A,12.571429,13,1.0,0.571429,34.73621
A,12.591837,13,1.0,0.591837,34.78153
A,12.612245,13,1.0,0.612245,34.83144
A,12.632653,13,1.0,0.632653,34.88634
A,12.653061,13,1.0,0.653061,34.9466
A,12.673469,13,1.0,0.673469,35.01263
A,12.693878,13,1.0,0.693878,35.08483
A,12.714286,13,1.0,0.714286,35.16359
A,12.734694,13,1.0,0.734694,35.24933
A,12.755102,13,1.0,0.755102,35.34246
A,12.77551,13,1.0,0.77551,35.44342
A,12.795918,13,1.0,0.795918,35.55264
A,12.816327,13,1.0,0.816327,35.67056
A,12.836735,13,1.0,0.836735,35.79766
A,12.857143,13,1.0,0.857143,35.93438
A,12.877551,13,1.0,0.877551,36.08121
A,12.897959,13,1.0,0.897959,36.23865
A,12.918367,13,1.0,0.918367,36.40719
A,12.938776,13,1.0,0.938776,36.58734
A,12.959184,13,1.0,0.959184,36.77963
A,12.979592,13,1.0,0.979592,36.98458
A,13.0,13,1.0,1.0,37.20276
A,13.0,14,-1.0,0.0,-28.53507
A,13.020408,14,-1.0,0.020408,-29.85104
A,13.040816,14,-1.0,0.040816,-30.87071
A,13.061224,14,-1.0,0.061224,-31.66081
A,13.081633,14,-1.0,0.081633,-32.27308
A,13.102041,14,-1.0,0.102041,-32.74759
A,13.122449,14,-1.0,0.122449,-33.11545
A,13.142857,14,-1.0,0.142857,-33.40075
A,13.163265,14,-1.0,0.163265,-33.62222
A,13.183673,14,-1.0,0.183673,-33.79437
A,13.204082,14,-1.0,0.204082,-33.92849
A,13.22449,14,-1.0,0.22449,-34.03335
A,13.244898,14,-1.0,0.244898,-34.11579
A,13.265306,14,-1.0,0.265306,-34.18116
A,13.285714,14,-1.0,0.285714,-34.23361
A,13.306122,14,-1.0,0.306122,-34.27643
A,13.326531,14,-1.0,0.326531,-34.31222
A,13.346939,14,-1.0,0.346939,-34.34301
A,13.367347,14,-1.0,0.367347,-34.37046
A,13.387755,14,-1.0,0.387755,-34.39589
A,13.408163,14,-1.0,0.408163,-34.42038
A,13.428571,14,-1.0,0.428571,-34.44484
A,13.44898,14,-1.0,0.44898,-34.47002
A,13.469388,14,-1.0,0.469388,-34.49657
A,13.489796,14,-1.0,0.489796,-34.52507
A,13.510204,14,-1.0,0.510204,-34.55604
A,13.530612,14,-1.0,0.530612,-34.58993
A,13.55102,14,-1.0,0.55102,-34.62719
A,13.571429,14,-1.0,0.571429,-34.66823
A,13.591837,14,-1.0,0.591837,-34.71346
A,13.612245,14,-1.0,0.612245,-34.76328
A,13.632653,14,-1.0,0.632653,-34.81806
A,13.653061,14,-1.0,0.653061,-34.87821
A,13.673469,14,-1.0,0.673469,-34.94411
A,13.693878,14,-1.0,0.693878,-35.01617
A,13.714286,14,-1.0,0.714286,-35.09477
A,13.734694,14,-1.0,0.734694,-35.18034
A,13.755102,14,-1.0,0.755102,-35.27329
A,13.77551,14,-1.0,0.77551,-35.37405
A,13.795918,14,-1.0,0.795918,-35.48306
A,13.816327,14,-1.0,0.816327,-35.60075
A,13.836735,14,-1.0,0.836735,-35.7276
A,13.857143,14,-1.0,0.857143,-35.86405
A,13.877551,14,-1.0,0.877551,-36.0106
A,13.897959,14,-1.0,0.897959,-36.16773
A,13.918367,14,-1.0,0.918367,-36.33594
A,13.938776,14,-1.0,0.938776,-36.51574
A,13.959184,14,-1.0,0.959184,-36.70765
A,13.979592,14,-1.0,0.979592,-36.9122
A,14.0,14,-1.0,1.0,-37.12995
A,14.0,15,1.0,0.0,28.36147
A,14.020408,15,1.0,0.020408,29.66943
A,14.040816,15,1.0,0.040816,30.6829
A,14.061224,15,1.0,0.061224,31.4682
A,14.081633,15,1.0,0.081633,32.07673
A,14.102041,15,1.0,0.102041,32.54836
A,14.122449,15,1.0,0.122449,32.91398
A,14.142857,15,1.0,0.142857,33.19755
A,14.163265,15,1.0,0.163265,33.41767
A,14.183673,15,1.0,0.183673,33.58877
A,14.204082,15,1.0,0.204082,33.72207
A,14.22449,15,1.0,0.22449,33.8263
A,14.244898,15,1.0,0.244898,33.90824
A,14.265306,15,1.0,0.265306,33.9732
A,14.285714,15,1.0,0.285714,34.02534
A,14.306122,15,1.0,0.306122,34.0679
A,14.326531,15,1.0,0.326531,34.10346
A,14.346939,15,1.0,0.346939,34.13407
A,14.367347,15,1.0,0.367347,34.16135
A,14.387755,15,1.0,0.387755,34.18663
A,14.408163,15,1.0,0.408163,34.21097
A,14.428571,15,1.0,0.428571,34.23528
A,14.44898,15,1.0,0.44898,34.26031
A,14.469388,15,1.0,0.469388,34.2867
A,14.489796,15,1.0,0.489796,34.31503
A,14.510204,15,1.0,0.510204,34.3458
A,14.530612,15,1.0,0.530612,34.37949
A,14.55102,15,1.0,0.55102,34.41652
A,14.571429,15,1.0,0.571429,34.45732
A,14.591837,15,1.0,0.591837,34.50227
A,14.612245,15,1.0,0.612245,34.55178
A,14.632653,15,1.0,0.632653,34.60623
A,14.653061,15,1.0,0.653061,34.66602
A,14.673469,15,1.0,0.673469,34.73152
A,14.693878,15,1.0,0.693878,34.80313
A,14.714286,15,1.0,0.714286,34.88126
A,14.734694,15,1.0,0.734694,34.96631
A,14.755102,15,1.0,0.755102,35.0587
A,14.77551,15,1.0,0.77551,35.15884
A,14.795918,15,1.0,0.795918,35.26719
A,14.816327,15,1.0,0.816327,35.38416
A,14.836735,15,1.0,0.836735,35.51024
A,14.857143,15,1.0,0.857143,35.64586
A,14.877551,15,1.0,0.877551,35.79152
A,14.897959,15,1.0,0.897959,35.94769
A,14.918367,15,1.0,0.918367,36.11488
A,14.938776,15,1.0,0.938776,36.29358
A,14.959184,15,1.0,0.959184,36.48432
A,14.979592,15,1.0,0.979592,36.68764
A,15.0,15,1.0,1.0,36.90406
A,15.0,16,-1.0,0.0,-28.37867
A,15.020408,16,-1.0,0.020408,-29.68742
A,15.040816,16,-1.0,0.040816,-30.7015
A,15.061224,16,-1.0,0.061224,-31.48728
A,15.081633,16,-1.0,0.081633,-32.09618
A,15.102041,16,-1.0,0.102041,-32.5681
A,15.122449,16,-1.0,0.122449,-32.93394
A,15.142857,16,-1.0,0.142857,-33.21768
A,15.163265,16,-1.0,0.163265,-33.43793
A,15.183673,16,-1.0,0.183673,-33.60914
A,15.204082,16,-1.0,0.204082,-33.74252
A,15.22449,16,-1.0,0.22449,-33.84681
A,15.244898,16,-1.0,0.244898,-33.9288
A,15.265306,16,-1.0,0.265306,-33.9938
A,15.285714,16,-1.0,0.285714,-34.04597
A,15.306122,16,-1.0,0.306122,-34.08856
A,15.326531,16,-1.0,0.326531,-34.12415
A,15.346939,16,-1.0,0.346939,-34.15477
A,15.367347,16,-1.0,0.367347,-34.18207
A,15.387755,16,-1.0,0.387755,-34.20736
A,15.408163,16,-1.0,0.408163,-34.23172
A,15.428571,16,-1.0,0.428571,-34.25604
A,15.44898,16,-1.0,0.44898,-34.28108
A,15.469388,16,-1.0,0.469388,-34.30749
A,15.489796,16,-1.0,0.489796,-34.33584
A,15.510204,16,-1.0,0.510204,-34.36663
A,15.530612,16,-1.0,0.530612,-34.40034
A,15.55102,16,-1.0,0.55102,-34.43739
A,15.571429,16,-1.0,0.571429,-34.47821
A,15.591837,16,-1.0,0.591837,-34.5232
A,15.612245,16,-1.0,0.612245,-34.57274
A,15.632653,16,-1.0,0.632653,-34.62722
A,15.653061,16,-1.0,0.653061,-34.68704
A,15.673469,16,-1.0,0.673469,-34.75258
A,15.693878,16,-1.0,0.693878,-34.82424
A,15.714286,16,-1.0,0.714286,-34.90241
A,15.734694,16,-1.0,0.734694,-34.98751
A,15.755102,16,-1.0,0.755102,-35.07996
A,15.77551,16,-1.0,0.77551,-35.18016
A,15.795918,16,-1.0,0.795918,-35.28857
A,15.816327,16,-1.0,0.816327,-35.40562
A,15.836735,16,-1.0,0.836735,-35.53177
A,15.857143,16,-1.0,0.857143,-35.66748
A,15.877551,16,-1.0,0.877551,-35.81322
A,15.897959,16,-1.0,0.897959,-35.96949
A,15.918367,16,-1.0,0.918367,-36.13678
A,15.938776,16,-1.0,0.938776,-36.31559
A,15.959184,16,-1.0,0.959184,-36.50645
A,15.979592,16,-1.0,0.979592,-36.70988
A,16.0,16,-1.0,1.0,-36.92644
A,16.0,17,1.0,0.0,28.19639
A,16.020408,17,1.0,0.020408,29.49674
A,16.040816,17,1.0,0.040816,30.50431
A,16.061224,17,1.0,0.061224,31.28503
A,16.081633,17,1.0,0.081633,31.89003
A,16.102041,17,1.0,0.102041,32.35891
A,16.122449,17,1.0,0.122449,32.7224
A,16.142857,17,1.0,0.142857,33.00432
A,16.163265,17,1.0,0.163265,33.22316
A,16.183673,17,1.0,0.183673,33.39327
A,16.204082,17,1.0,0.204082,33.52579
A,16.22449,17,1.0,0.22449,33.62941
A,16.244898,17,1.0,0.244898,33.71088
A,16.265306,17,1.0,0.265306,33.77546
A,16.285714,17,1.0,0.285714,33.82729
A,16.306122,17,1.0,0.306122,33.86961
A,16.326531,17,1.0,0.326531,33.90496
A,16.346939,17,1.0,0.346939,33.93539
A,16.367347,17,1.0,0.367347,33.96252
A,16.387755,17,1.0,0.387755,33.98764
A,16.408163,17,1.0,0.408163,34.01184
A,16.428571,17,1.0,0.428571,34.03601
A,16.44898,17,1.0,0.44898,34.06089
A,16.469388,17,1.0,0.469388,34.08713
A,16.489796,17,1.0,0.489796,34.1153
A,16.510204,17,1.0,0.510204,34.14589
A,16.530612,17,1.0,0.530612,34.17938
A,16.55102,17,1.0,0.55102,34.2162
A,16.571429,17,1.0,0.571429,34.25676
A,16.591837,17,1.0,0.591837,34.30145
A,16.612245,17,1.0,0.612245,34.35067
A,16.632653,17,1.0,0.632653,34.40481
A,16.653061,17,1.0,0.653061,34.46424
A,16.673469,17,1.0,0.673469,34.52936
A,16.693878,17,1.0,0.693878,34.60056
A,16.714286,17,1.0,0.714286,34.67823
A,16.734694,17,1.0,0.734694,34.76279
A,16.755102,17,1.0,0.755102,34.85464
A,16.77551,17,1.0,0.77551,34.9542
A,16.795918,17,1.0,0.795918,35.06191
A,16.816327,17,1.0,0.816327,35.17821
A,16.836735,17,1.0,0.836735,35.30355
A,16.857143,17,1.0,0.857143,35.43838
A,16.877551,17,1.0,0.877551,35.58319
A,16.897959,17,1.0,0.897959,35.73846
A,16.918367,17,1.0,0.918367,35.90467
A,16.938776,17,1.0,0.938776,36.08233
A,16.959184,17,1.0,0.959184,36.27197
A,16.979592,17,1.0,0.979592,36.47409
A,17.0,17,1.0,1.0,36.68926
A,17.0,18,-1.0,0.0,-28.04631
A,17.020408,18,-1.0,0.020408,-29.33974
A,17.040816,18,-1.0,0.040816,-30.34195
A,17.061224,18,-1.0,0.061224,-31.11852
A,17.081633,18,-1.0,0.081633,-31.72029
A,17.102041,18,-1.0,0.102041,-32.18668
A,17.122449,18,-1.0,0.122449,-32.54823
A,17.142857,18,-1.0,0.142857,-32.82865
A,17.163265,18,-1.0,0.163265,-33.04633
A,17.183673,18,-1.0,0.183673,-33.21553
A,17.204082,18,-1.0,0.204082,-33.34735
A,17.22449,18,-1.0,0.22449,-33.45041
A,17.244898,18,-1.0,0.244898,-33.53145
A,17.265306,18,-1.0,0.265306,-33.59569
A,17.285714,18,-1.0,0.285714,-33.64724
A,17.306122,18,-1.0,0.306122,-33.68933
A,17.326531,18,-1.0,0.326531,-33.7245
A,17.346939,18,-1.0,0.346939,-33.75477
A,17.367347,18,-1.0,0.367347,-33.78175
A,17.387755,18,-1.0,0.387755,-33.80674
A,17.408163,18,-1.0,0.408163,-33.83081
A,17.428571,18,-1.0,0.428571,-33.85485
A,17.44898,18,-1.0,0.44898,-33.8796
A,17.469388,18,-1.0,0.469388,-33.9057
A,17.489796,18,-1.0,0.489796,-33.93372
A,17.510204,18,-1.0,0.510204,-33.96415
A,17.530612,18,-1.0,0.530612,-33.99746
A,17.55102,18,-1.0,0.55102,-34.03408
A,17.571429,18,-1.0,0.571429,-34.07442
A,17.591837,18,-1.0,0.591837,-34.11888
A,17.612245,18,-1.0,0.612245,-34.16784
A,17.632653,18,-1.0,0.632653,-34.22169
A,17.653061,18,-1.0,0.653061,-34.2808
A,17.673469,18,-1.0,0.673469,-34.34558
A,17.693878,18,-1.0,0.693878,-34.41639
A,17.714286,18,-1.0,0.714286,-34.49365
A,17.734694,18,-1.0,0.734694,-34.57776
A,17.755102,18,-1.0,0.755102,-34.66912
A,17.77551,18,-1.0,0.77551,-34.76815
A,17.795918,18,-1.0,0.795918,-34.87529
A,17.816327,18,-1.0,0.816327,-34.99097
A,17.836735,18,-1.0,0.836735,-35.11564
A,17.857143,18,-1.0,0.857143,-35.24976
A,17.877551,18,-1.0,0.877551,-35.3938
A,17.897959,18,-1.0,0.897959,-35.54823
A,17.918367,18,-1.0,0.918367,-35.71356
A,17.938776,18,-1.0,0.938776,-35.89028
A,17.959184,18,-1.0,0.959184,-36.0789
A,17.979592,18,-1.0,0.979592,-36.27996
A,18.0,18,-1.0,1.0,-36.49397
A,18.0,19,1.0,0.0,28.00754
A,18.020408,19,1.0,0.020408,29.29919
A,18.040816,19,1.0,0.040816,30.30001
A,18.061224,19,1.0,0.061224,31.0755
A,18.081633,19,1.0,0.081633,31.67645
A,18.102041,19,1.0,0.102041,32.14219
A,18.122449,19,1.0,0.122449,32.50324
A,18.142857,19,1.0,0.142857,32.78327
A,18.163265,19,1.0,0.163265,33.00065
A,18.183673,19,1.0,0.183673,33.16962
A,18.204082,19,1.0,0.204082,33.30125
A,18.22449,19,1.0,0.22449,33.40418
A,18.244898,19,1.0,0.244898,33.4851
A,18.265306,19,1.0,0.265306,33.54925
A,18.285714,19,1.0,0.285714,33.60073
A,18.306122,19,1.0,0.306122,33.64277
A,18.326531,19,1.0,0.326531,33.67789
A,18.346939,19,1.0,0.346939,33.70811
A,18.367347,19,1.0,0.367347,33.73505
A,18.387755,19,1.0,0.387755,33.76001
A,18.408163,19,1.0,0.408163,33.78405
A,18.428571,19,1.0,0.428571,33.80806
A,18.44898,19,1.0,0.44898,33.83277
A,18.469388,19,1.0,0.469388,33.85884
A,18.489796,19,1.0,0.489796,33.88681
A,18.510204,19,1.0,0.510204,33.9172
A,18.530612,19,1.0,0.530612,33.95047
A,18.55102,19,1.0,0.55102,33.98704
A,18.571429,19,1.0,0.571429,34.02732
A,18.591837,19,1.0,0.591837,34.07172
A,18.612245,19,1.0,0.612245,34.12061
A,18.632653,19,1.0,0.632653,34.17438
A,18.653061,19,1.0,0.653061,34.23342
A,18.673469,19,1.0,0.673469,34.2981
A,18.693878,19,1.0,0.693878,34.36882
A,18.714286,19,1.0,0.714286,34.44598
A,18.734694,19,1.0,0.734694,34.52996
A,18.755102,19,1.0,0.755102,34.6212
A,18.77551,19,1.0,0.77551,34.7201
A,18.795918,19,1.0,0.795918,34.82708
A,18.816327,19,1.0,0.816327,34.9426
A,18.836735,19,1.0,0.836735,35.0671
A,18.857143,19,1.0,0.857143,35.20104
A,18.877551,19,1.0,0.877551,35.34487
A,18.897959,19,1.0,0.897959,35.4991
A,18.918367,19,1.0,0.918367,35.6642
A,18.938776,19,1.0,0.938776,35.84067
A,18.959184,19,1.0,0.959184,36.02903
A,18.979592,19,1.0,0.979592,36.22981
A,19.0,19,1.0,1.0,36.44353
A,19.0,20,-1.0,0.0,-28.21914
A,19.020408,20,-1.0,0.020408,-29.52055
A,19.040816,20,-1.0,0.040816,-30.52893
A,19.061224,20,-1.0,0.061224,-31.31028
A,19.081633,20,-1.0,0.081633,-31.91576
A,19.102041,20,-1.0,0.102041,-32.38503
A,19.122449,20,-1.0,0.122449,-32.74881
A,19.142857,20,-1.0,0.142857,-33.03096
A,19.163265,20,-1.0,0.163265,-33.24997
A,19.183673,20,-1.0,0.183673,-33.42022
A,19.204082,20,-1.0,0.204082,-33.55285
A,19.22449,20,-1.0,0.22449,-33.65655
A,19.244898,20,-1.0,0.244898,-33.73808
A,19.265306,20,-1.0,0.265306,-33.80272
A,19.285714,20,-1.0,0.285714,-33.85459
A,19.306122,20,-1.0,0.306122,-33.89694
A,19.326531,20,-1.0,0.326531,-33.93233
A,19.346939,20,-1.0,0.346939,-33.96278
A,19.367347,20,-1.0,0.367347,-33.98992
A,19.387755,20,-1.0,0.387755,-34.01507
A,19.408163,20,-1.0,0.408163,-34.03929
A,19.428571,20,-1.0,0.428571,-34.06348
A,19.44898,20,-1.0,0.44898,-34.08838
A,19.469388,20,-1.0,0.469388,-34.11464
A,19.489796,20,-1.0,0.489796,-34.14283
A,19.510204,20,-1.0,0.510204,-34.17345
A,19.530612,20,-1.0,0.530612,-34.20697
A,19.55102,20,-1.0,0.55102,-34.24381
A,19.571429,20,-1.0,0.571429,-34.2844
A,19.591837,20,-1.0,0.591837,-34.32913
A,19.612245,20,-1.0,0.612245,-34.3784
A,19.632653,20,-1.0,0.632653,-34.43257
A,19.653061,20,-1.0,0.653061,-34.49206
A,19.673469,20,-1.0,0.673469,-34.55723
A,19.693878,20,-1.0,0.693878,-34.62848
A,19.714286,20,-1.0,0.714286,-34.70622
A,19.734694,20,-1.0,0.734694,-34.79084
A,19.755102,20,-1.0,0.755102,-34.88277
A,19.77551,20,-1.0,0.77551,-34.98241
A,19.795918,20,-1.0,0.795918,-35.09021
A,19.816327,20,-1.0,0.816327,-35.2066
A,19.836735,20,-1.0,0.836735,-35.33204
A,19.857143,20,-1.0,0.857143,-35.46698
A,19.877551,20,-1.0,0.877551,-35.61191
A,19.897959,20,-1.0,0.897959,-35.7673
A,19.918367,20,-1.0,0.918367,-35.93364
A,19.938776,20,-1.0,0.938776,-36.11145
A,19.959184,20,-1.0,0.959184,-36.30124
A,19.979592,20,-1.0,0.979592,-36.50353
A,20.0,20,-1.0,1.0,-36.71887
A,20.0,21,1.0,0.0,28.00739
A,20.020408,21,1.0,0.020408,29.29902
A,20.040816,21,1.0,0.040816,30.29984
A,20.061224,21,1.0,0.061224,31.07533
A,20.081633,21,1.0,0.081633,31.67627
A,20.102041,21,1.0,0.102041,32.14201
A,20.122449,21,1.0,0.122449,32.50306
A,20.142857,21,1.0,0.142857,32.78309
A,20.163265,21,1.0,0.163265,33.00046
A,20.183673,21,1.0,0.183673,33.16943
A,20.204082,21,1.0,0.204082,33.30107
A,20.22449,21,1.0,0.22449,33.40399
A,20.244898,21,1.0,0.244898,33.48491
A,20.265306,21,1.0,0.265306,33.54906
A,20.285714,21,1.0,0.285714,33.60055
A,20.306122,21,1.0,0.306122,33.64258
A,20.326531,21,1.0,0.326531,33.6777
A,20.346939,21,1.0,0.346939,33.70792
A,20.367347,21,1.0,0.367347,33.73486
A,20.387755,21,1.0,0.387755,33.75982
A,20.408163,21,1.0,0.408163,33.78386
A,20.428571,21,1.0,0.428571,33.80787
A,20.44898,21,1.0,0.44898,33.83258
A,20.469388,21,1.0,0.469388,33.85865
A,20.489796,21,1.0,0.489796,33.88662
A,20.510204,21,1.0,0.510204,33.91701
A,20.530612,21,1.0,0.530612,33.95028
A,20.55102,21,1.0,0.55102,33.98685
A,20.571429,21,1.0,0.571429,34.02713
A,20.591837,21,1.0,0.591837,34.07153
A,20.612245,21,1.0,0.612245,34.12042
A,20.632653,21,1.0,0.632653,34.17419
A,20.653061,21,1.0,0.653061,34.23323
A,20.673469,21,1.0,0.673469,34.29791
A,20.693878,21,1.0,0.693878,34.36863
A,20.714286,21,1.0,0.714286,34.44578
A,20.734694,21,1.0,0.734694,34.52977
A,20.755102,21,1.0,0.755102,34.62101
A,20.77551,21,1.0,0.77551,34.7199
A,20.795918,21,1.0,0.795918,34.82689
A,20.816327,21,1.0,0.816327,34.94241
A,20.836735,21,1.0,0.836735,35.06691
A,20.857143,21,1.0,0.857143,35.20084
A,20.877551,21,1.0,0.877551,35.34468
A,20.897959,21,1.0,0.897959,35.4989
A,20.918367,21,1.0,0.918367,35.664
A,20.938776,21,1.0,0.938776,35.84047
A,20.959184,21,1.0,0.959184,36.02883
A,20.979592,21,1.0,0.979592,36.22961
A,21.0,21,1.0,1.0,36.44333
A,21.0,22,-1.0,0.0,-27.99341
A,21.020408,22,-1.0,0.020408,-29.2844
A,21.040816,22,-1.0,0.040816,-30.28472
A,21.061224,22,-1.0,0.061224,-31.05982
A,21.081633,22,-1.0,0.081633,-31.66046
A,21.102041,22,-1.0,0.102041,-32.12597
A,21.122449,22,-1.0,0.122449,-32.48684
A,21.142857,22,-1.0,0.142857,-32.76673
A,21.163265,22,-1.0,0.163265,-32.98399
A,21.183673,22,-1.0,0.183673,-33.15288
A,21.204082,22,-1.0,0.204082,-33.28445
A,21.22449,22,-1.0,0.22449,-33.38732
A,21.244898,22,-1.0,0.244898,-33.4682
A,21.265306,22,-1.0,0.265306,-33.53232
A,21.285714,22,-1.0,0.285714,-33.58378
A,21.306122,22,-1.0,0.306122,-33.62579
A,21.326531,22,-1.0,0.326531,-33.66089
A,21.346939,22,-1.0,0.346939,-33.6911
A,21.367347,22,-1.0,0.367347,-33.71803
A,21.387755,22,-1.0,0.387755,-33.74297
A,21.408163,22,-1.0,0.408163,-33.767
A,21.428571,22,-1.0,0.428571,-33.791
A,21.44898,22,-1.0,0.44898,-33.8157
A,21.469388,22,-1.0,0.469388,-33.84175
A,21.489796,22,-1.0,0.489796,-33.86971
A,21.510204,22,-1.0,0.510204,-33.90009
A,21.530612,22,-1.0,0.530612,-33.93333
A,21.55102,22,-1.0,0.55102,-33.96989
A,21.571429,22,-1.0,0.571429,-34.01015
A,21.591837,22,-1.0,0.591837,-34.05452
A,21.612245,22,-1.0,0.612245,-34.10339
A,21.632653,22,-1.0,0.632653,-34.15714
A,21.653061,22,-1.0,0.653061,-34.21614
A,21.673469,22,-1.0,0.673469,-34.28079
A,21.693878,22,-1.0,0.693878,-34.35148
A,21.714286,22,-1.0,0.714286,-34.42859
A,21.734694,22,-1.0,0.734694,-34.51254
A,21.755102,22,-1.0,0.755102,-34.60373
A,21.77551,22,-1.0,0.77551,-34.70258
A,21.795918,22,-1.0,0.795918,-34.80951
A,21.816327,22,-1.0,0.816327,-34.92497
A,21.836735,22,-1.0,0.836735,-35.04941
A,21.857143,22,-1.0,0.857143,-35.18327
A,21.877551,22,-1.0,0.877551,-35.32704
A,21.897959,22,-1.0,0.897959,-35.48118
A,21.918367,22,-1.0,0.918367,-35.6462
A,21.938776,22,-1.0,0.938776,-35.82259
A,21.959184,22,-1.0,0.959184,-36.01085
A,21.979592,22,-1.0,0.979592,-36.21153
A,22.0,22,-1.0,1.0,-36.42514
A,22.0,23,1.0,0.0,28.28488
A,22.020408,23,1.0,0.020408,29.58931
A,22.040816,23,1.0,0.040816,30.60004
A,22.061224,23,1.0,0.061224,31.38322
A,22.081633,23,1.0,0.081633,31.99011
A,22.102041,23,1.0,0.102041,32.46046
A,22.122449,23,1.0,0.122449,32.82509
A,22.142857,23,1.0,0.142857,33.1079
A,22.163265,23,1.0,0.163265,33.32743
A,22.183673,23,1.0,0.183673,33.49807
A,22.204082,23,1.0,0.204082,33.63101
A,22.22449,23,1.0,0.22449,33.73495
A,22.244898,23,1.0,0.244898,33.81667
A,22.265306,23,1.0,0.265306,33.88146
A,22.285714,23,1.0,0.285714,33.93345
A,22.306122,23,1.0,0.306122,33.9759
A,22.326531,23,1.0,0.326531,34.01137
A,22.346939,23,1.0,0.346939,34.04189
A,22.367347,23,1.0,0.367347,34.0691
A,22.387755,23,1.0,0.387755,34.09431
A,22.408163,23,1.0,0.408163,34.11859
A,22.428571,23,1.0,0.428571,34.14283
A,22.44898,23,1.0,0.44898,34.16779
A,22.469388,23,1.0,0.469388,34.19411
A,22.489796,23,1.0,0.489796,34.22236
A,22.510204,23,1.0,0.510204,34.25305
A,22.530612,23,1.0,0.530612,34.28665
A,22.55102,23,1.0,0.55102,34.32358
A,22.571429,23,1.0,0.571429,34.36427
A,22.591837,23,1.0,0.591837,34.4091
A,22.612245,23,1.0,0.612245,34.45848
A,22.632653,23,1.0,0.632653,34.51278
A,22.653061,23,1.0,0.653061,34.5724
A,22.673469,23,1.0,0.673469,34.63773
A,22.693878,23,1.0,0.693878,34.70915
A,22.714286,23,1.0,0.714286,34.78707
A,22.734694,23,1.0,0.734694,34.87189
A,22.755102,23,1.0,0.755102,34.96402
A,22.77551,23,1.0,0.77551,35.0639
A,22.795918,23,1.0,0.795918,35.17195
A,22.816327,23,1.0,0.816327,35.28861
A,22.836735,23,1.0,0.836735,35.41434
A,22.857143,23,1.0,0.857143,35.5496
A,22.877551,23,1.0,0.877551,35.69487
A,22.897959,23,1.0,0.897959,35.85062
A,22.918367,23,1.0,0.918367,36.01735
A,22.938776,23,1.0,0.938776,36.19557
A,22.959184,23,1.0,0.959184,36.3858
A,22.979592,23,1.0,0.979592,36.58856
A,23.0,23,1.0,1.0,36.8044
A,23.0,24,-1.0,0.0,-28.53037
A,23.020408,24,-1.0,0.020408,-29.84613
A,23.040816,24,-1.0,0.040816,-30.86563
A,23.061224,24,-1.0,0.061224,-31.6556
A,23.081633,24,-1.0,0.081633,-32.26777
A,23.102041,24,-1.0,0.102041,-32.7422
A,23.122449,24,-1.0,0.122449,-33.11
A,23.142857,24,-1.0,0.142857,-33.39526
A,23.163265,24,-1.0,0.163265,-33.61669
A,23.183673,24,-1.0,0.183673,-33.78881
A,23.204082,24,-1.0,0.204082,-33.92291
A,23.22449,24,-1.0,0.22449,-34.02775
A,23.244898,24,-1.0,0.244898,-34.11018
A,23.265306,24,-1.0,0.265306,-34.17553
A,23.285714,24,-1.0,0.285714,-34.22798
A,23.306122,24,-1.0,0.306122,-34.27079
A,23.326531,24,-1.0,0.326531,-34.30657
